Date,CO,CO2,NO2,SO2,O3,PM2.5,PM10,AQI
2024-01-13 11:00:00+00:00,83.0,,13.2,4.0,25.0,11.0,19.2,23.69167
2024-01-13 12:00:00+00:00,100.0,,13.8,4.0,36.0,14.6,24.7,23.633331
2024-01-13 13:00:00+00:00,99.0,,11.9,3.7,40.0,15.5,25.1,24.108335
2024-01-13 14:00:00+00:00,97.0,,9.3,3.3,46.0,16.2,25.7,24.566668
2024-01-13 15:00:00+00:00,95.0,,7.4,3.1,49.0,15.5,24.5,25.033333
2024-01-13 16:00:00+00:00,93.0,,7.0,3.1,48.0,14.3,22.7,25.408333
2024-01-13 17:00:00+00:00,92.0,,7.2,3.3,46.0,12.8,20.3,25.616669
2024-01-13 18:00:00+00:00,90.0,,7.4,3.4,43.0,11.4,18.0,25.633331
2024-01-13 19:00:00+00:00,89.0,,7.2,3.5,41.0,10.3,16.3,25.449997
2024-01-13 20:00:00+00:00,88.0,,6.9,3.5,39.0,9.7,15.9,25.133327
2024-01-13 21:00:00+00:00,87.0,,6.3,3.5,37.0,8.2,13.5,24.566666
2024-01-13 22:00:00+00:00,86.0,,5.3,3.3,36.0,8.2,13.7,23.85
2024-01-13 23:00:00+00:00,84.0,,4.2,3.0,35.0,7.5,12.6,23.300003
2024-01-14 00:00:00+00:00,84.0,,5.1,2.6,51.0,12.1,20.4,22.825003
2024-01-14 01:00:00+00:00,83.0,,4.6,2.5,53.0,12.5,21.2,22.724998
2024-01-14 02:00:00+00:00,82.0,,4.0,2.3,55.0,12.7,21.4,22.783333
2024-01-14 03:00:00+00:00,82.0,,3.7,2.2,55.0,13.2,22.2,22.825003
2024-01-14 04:00:00+00:00,82.0,,3.9,2.3,51.0,12.1,20.4,22.833336
2024-01-14 05:00:00+00:00,82.0,,4.5,2.5,45.0,10.5,17.9,22.758333
2024-01-14 06:00:00+00:00,84.0,,5.9,2.8,39.0,10.5,18.1,22.649998
2024-01-14 07:00:00+00:00,92.0,,9.2,3.2,31.0,12.1,20.9,22.675001
2024-01-14 08:00:00+00:00,101.0,,13.3,3.6,23.0,13.1,22.8,22.933334
2024-01-14 09:00:00+00:00,106.0,,15.6,3.8,18.0,14.7,25.8,23.341667
2024-01-14 10:00:00+00:00,100.0,,14.4,3.5,20.0,16.7,29.5,23.925001
2024-01-14 11:00:00+00:00,89.0,,11.4,2.9,26.0,18.5,32.4,24.61667
2024-01-14 12:00:00+00:00,77.0,,6.2,2.1,30.0,16.2,27.8,25.24167
2024-01-14 13:00:00+00:00,78.0,,5.7,2.0,29.0,17.2,30.3,25.375002
2024-01-14 14:00:00+00:00,78.0,,5.0,1.8,28.0,16.6,29.6,25.516666
2024-01-14 15:00:00+00:00,79.0,,4.4,1.7,27.0,15.8,28.5,25.550003
2024-01-14 16:00:00+00:00,79.0,,4.1,1.6,27.0,15.4,28.2,25.575005
2024-01-14 17:00:00+00:00,79.0,,3.8,1.6,28.0,15.0,27.6,25.666666
2024-01-14 18:00:00+00:00,79.0,,3.6,1.5,28.0,15.0,27.9,25.849998
2024-01-14 19:00:00+00:00,79.0,,3.4,1.5,28.0,14.2,26.7,26.15
2024-01-14 20:00:00+00:00,79.0,,3.1,1.4,28.0,14.7,27.6,26.474998
2024-01-14 21:00:00+00:00,79.0,,2.9,1.4,29.0,16.8,31.5,26.891668
2024-01-14 22:00:00+00:00,79.0,,2.7,1.4,30.0,15.5,29.3,27.608334
2024-01-14 23:00:00+00:00,78.0,,2.4,1.5,31.0,15.1,28.3,28.216667
2024-01-15 00:00:00+00:00,85.0,,3.1,1.7,31.0,14.1,26.4,28.85
2024-01-15 01:00:00+00:00,85.0,,2.7,1.7,33.0,15.7,29.4,29.016668
2024-01-15 02:00:00+00:00,84.0,,2.2,1.7,37.0,15.9,29.7,29.283335
2024-01-15 03:00:00+00:00,84.0,,1.9,1.7,39.0,15.1,27.9,29.550001
2024-01-15 04:00:00+00:00,84.0,,1.9,1.7,40.0,14.3,26.4,29.708332
2024-01-15 05:00:00+00:00,84.0,,2.1,1.8,41.0,13.6,25.0,29.891666
2024-01-15 06:00:00+00:00,84.0,,2.9,1.9,40.0,12.8,23.7,30.150002
2024-01-15 07:00:00+00:00,86.0,,4.6,2.1,37.0,12.8,23.6,30.341665
2024-01-15 08:00:00+00:00,88.0,,6.7,2.3,33.0,13.6,24.9,30.399994
2024-01-15 09:00:00+00:00,90.0,,8.5,2.5,30.0,13.8,24.8,30.441666
2024-01-15 10:00:00+00:00,90.0,,9.6,2.7,28.0,14.8,26.5,30.366667
2024-01-15 11:00:00+00:00,89.0,,10.2,2.8,27.0,14.5,26.0,30.20833
2024-01-15 12:00:00+00:00,89.0,,7.8,2.2,25.0,13.7,25.0,29.874996
2024-01-15 13:00:00+00:00,88.0,,7.4,2.1,25.0,14.1,26.0,29.666664
2024-01-15 14:00:00+00:00,86.0,,6.9,2.0,25.0,13.4,24.7,29.408337
2024-01-15 15:00:00+00:00,85.0,,6.8,1.9,24.0,13.3,24.6,29.14167
2024-01-15 16:00:00+00:00,84.0,,7.4,1.9,22.0,13.6,25.4,28.933334
2024-01-15 17:00:00+00:00,83.0,,8.4,2.0,20.0,14.0,26.4,28.783337
2024-01-15 18:00:00+00:00,84.0,,9.2,2.4,19.0,14.3,27.0,28.700005
2024-01-15 19:00:00+00:00,88.0,,10.0,3.3,19.0,14.2,26.8,28.641666
2024-01-15 20:00:00+00:00,94.0,,10.6,4.4,19.0,14.5,27.0,28.641666
2024-01-15 21:00:00+00:00,97.0,,10.5,5.1,21.0,16.9,31.2,28.625002
2024-01-15 22:00:00+00:00,95.0,,8.9,4.8,25.0,16.2,30.3,28.633331
2024-01-15 23:00:00+00:00,91.0,,6.6,4.0,31.0,15.4,28.8,28.69167
2024-01-16 00:00:00+00:00,87.0,,3.7,2.9,41.0,14.7,26.8,28.716667
2024-01-16 01:00:00+00:00,86.0,,3.7,3.0,41.0,16.6,30.2,28.76667
2024-01-16 02:00:00+00:00,85.0,,3.6,3.1,41.0,16.9,30.7,28.84167
2024-01-16 03:00:00+00:00,85.0,,3.7,3.2,40.0,16.9,30.9,28.925003
2024-01-16 04:00:00+00:00,85.0,,3.8,3.2,39.0,16.5,29.9,29.074997
2024-01-16 05:00:00+00:00,86.0,,4.1,3.1,37.0,13.5,24.7,29.258331
2024-01-16 06:00:00+00:00,87.0,,4.8,3.1,35.0,10.9,19.8,29.25
2024-01-16 07:00:00+00:00,90.0,,6.4,3.2,32.0,10.7,19.5,29.091665
2024-01-16 08:00:00+00:00,93.0,,8.4,3.4,28.0,11.8,21.7,28.916664
2024-01-16 09:00:00+00:00,96.0,,10.4,3.6,24.0,13.1,23.9,28.766666
2024-01-16 10:00:00+00:00,98.0,,12.4,4.0,22.0,13.1,23.7,28.708334
2024-01-16 11:00:00+00:00,99.0,,14.4,4.5,20.0,11.6,20.9,28.566666
2024-01-16 12:00:00+00:00,91.0,,12.8,5.0,17.0,10.6,19.2,28.325
2024-01-16 13:00:00+00:00,91.0,,12.2,5.0,17.0,10.0,18.2,28.06667
2024-01-16 14:00:00+00:00,90.0,,11.4,5.0,17.0,9.3,16.8,27.725
2024-01-16 15:00:00+00:00,90.0,,10.9,5.1,17.0,8.5,15.4,27.383331
2024-01-16 16:00:00+00:00,89.0,,11.1,5.2,16.0,8.0,14.6,26.983335
2024-01-16 17:00:00+00:00,89.0,,11.7,5.4,15.0,7.4,13.3,26.516665
2024-01-16 18:00:00+00:00,89.0,,11.7,5.6,14.0,7.2,13.0,25.966665
2024-01-16 19:00:00+00:00,91.0,,10.7,5.9,14.0,6.7,12.0,25.375
2024-01-16 20:00:00+00:00,93.0,,9.1,6.2,16.0,6.4,11.3,24.750002
2024-01-16 21:00:00+00:00,95.0,,7.7,6.4,19.0,6.8,12.0,24.075003
2024-01-16 22:00:00+00:00,95.0,,6.6,6.3,25.0,6.0,10.7,23.233335
2024-01-16 23:00:00+00:00,94.0,,5.7,6.0,33.0,5.4,9.4,22.383331
2024-01-17 00:00:00+00:00,93.0,,4.8,5.5,44.0,6.4,10.9,21.550003
2024-01-17 01:00:00+00:00,95.0,,4.5,5.7,54.0,7.4,12.4,21.6
2024-01-17 02:00:00+00:00,98.0,,4.1,6.0,68.0,8.7,14.6,27.2
2024-01-17 03:00:00+00:00,101.0,,4.6,6.3,75.0,9.8,16.8,30.0
2024-01-17 04:00:00+00:00,103.0,,6.6,6.5,70.0,10.4,18.2,28.0
2024-01-17 05:00:00+00:00,105.0,,9.4,6.6,59.0,10.8,18.6,23.600002
2024-01-17 06:00:00+00:00,106.0,,11.6,6.5,49.0,10.6,17.8,19.6
2024-01-17 07:00:00+00:00,107.0,,12.7,5.9,40.0,10.4,17.1,18.058332
2024-01-17 08:00:00+00:00,108.0,,13.2,5.0,32.0,10.0,16.1,18.03333
2024-01-17 09:00:00+00:00,110.0,,13.5,4.6,27.0,9.0,13.9,17.883333
2024-01-17 10:00:00+00:00,114.0,,13.7,5.0,26.0,9.1,13.6,17.541666
2024-01-17 11:00:00+00:00,119.0,,13.6,5.9,28.0,9.3,13.7,17.208334
2024-01-17 12:00:00+00:00,85.0,,12.1,4.6,20.0,5.0,7.4,17.016668
2024-01-17 13:00:00+00:00,92.0,,15.6,6.1,16.0,6.2,9.1,16.550001
2024-01-17 14:00:00+00:00,101.0,,20.4,8.2,10.0,7.7,10.9,16.233335
2024-01-17 15:00:00+00:00,107.0,,23.6,9.6,6.0,8.0,11.2,16.1
2024-01-17 16:00:00+00:00,106.0,,23.9,9.8,3.0,7.5,10.5,16.058334
2024-01-17 17:00:00+00:00,102.0,,22.7,9.4,1.0,6.6,9.2,16.016668
2024-01-17 18:00:00+00:00,102.0,,20.9,9.1,6.0,6.1,8.6,15.950001
2024-01-17 19:00:00+00:00,112.0,,18.7,9.3,23.0,6.1,8.5,15.858335
2024-01-17 20:00:00+00:00,125.0,,16.0,9.5,48.0,9.8,13.9,19.199999
2024-01-17 21:00:00+00:00,134.0,,13.0,9.1,68.0,12.9,18.3,27.2
2024-01-17 22:00:00+00:00,133.0,,9.5,7.6,80.0,12.9,18.5,32.0
2024-01-17 23:00:00+00:00,128.0,,5.8,5.4,88.0,10.0,14.3,35.2
2024-01-18 00:00:00+00:00,116.0,,5.1,8.1,122.0,16.8,24.2,54.666668
2024-01-18 01:00:00+00:00,117.0,,4.6,7.2,123.0,15.8,22.8,55.333332
2024-01-18 02:00:00+00:00,118.0,,3.9,6.0,124.0,15.7,22.8,56.0
2024-01-18 03:00:00+00:00,117.0,,3.3,4.9,123.0,15.8,23.2,55.333332
2024-01-18 04:00:00+00:00,111.0,,2.4,3.9,117.0,14.5,21.7,51.333332
2024-01-18 05:00:00+00:00,103.0,,1.7,3.1,109.0,12.9,19.9,46.0
2024-01-18 06:00:00+00:00,101.0,,2.9,2.8,101.0,12.1,19.0,40.666664
2024-01-18 07:00:00+00:00,112.0,,7.9,3.4,96.0,12.1,19.0,38.4
2024-01-18 08:00:00+00:00,130.0,,14.9,4.4,91.0,13.5,21.0,36.399998
2024-01-18 09:00:00+00:00,141.0,,20.0,5.3,82.0,17.9,27.2,32.8
2024-01-18 10:00:00+00:00,140.0,,21.9,5.8,64.0,19.8,30.0,25.599998
2024-01-18 11:00:00+00:00,132.0,,22.0,6.0,42.0,16.6,24.7,22.916664
2024-01-18 12:00:00+00:00,186.0,,36.7,8.5,36.0,17.5,26.2,23.525
2024-01-18 13:00:00+00:00,158.0,,29.1,7.2,31.0,9.7,14.2,24.566666
2024-01-18 14:00:00+00:00,119.0,,18.6,5.5,25.0,4.9,7.0,24.858337
2024-01-18 15:00:00+00:00,91.0,,10.9,4.2,21.0,3.7,5.2,24.625
2024-01-18 16:00:00+00:00,83.0,,8.7,3.8,20.0,3.9,5.4,24.26667
2024-01-18 17:00:00+00:00,86.0,,9.2,3.9,21.0,4.0,5.7,23.966671
2024-01-18 18:00:00+00:00,90.0,,9.8,4.2,24.0,4.2,5.9,23.750002
2024-01-18 19:00:00+00:00,94.0,,9.7,4.6,27.0,4.5,6.5,23.59167
2024-01-18 20:00:00+00:00,99.0,,9.6,5.2,32.0,6.2,8.9,23.458336
2024-01-18 21:00:00+00:00,103.0,,9.2,5.6,39.0,8.4,12.1,23.158337
2024-01-18 22:00:00+00:00,105.0,,8.1,5.7,51.0,9.0,12.9,22.783333
2024-01-18 23:00:00+00:00,105.0,,6.6,5.7,65.0,8.9,12.8,26.0
2024-01-19 00:00:00+00:00,103.0,,4.8,5.1,76.0,6.4,9.2,30.4
2024-01-19 01:00:00+00:00,101.0,,4.1,4.8,83.0,7.7,11.1,33.2
2024-01-19 02:00:00+00:00,98.0,,3.2,4.4,92.0,8.4,12.2,36.8
2024-01-19 03:00:00+00:00,95.0,,2.5,4.0,97.0,8.4,12.6,38.800003
2024-01-19 04:00:00+00:00,93.0,,2.3,3.7,94.0,7.8,12.4,37.6
2024-01-19 05:00:00+00:00,91.0,,2.4,3.5,86.0,7.4,12.9,34.4
2024-01-19 06:00:00+00:00,91.0,,2.9,3.3,77.0,8.5,15.5,30.8
2024-01-19 07:00:00+00:00,93.0,,4.0,3.0,66.0,9.8,18.1,26.399998
2024-01-19 08:00:00+00:00,96.0,,5.4,2.6,54.0,10.7,19.8,21.6
2024-01-19 09:00:00+00:00,97.0,,6.8,2.4,44.0,10.6,19.2,17.85833
2024-01-19 10:00:00+00:00,95.0,,8.2,2.5,39.0,11.1,20.2,17.249998
2024-01-19 11:00:00+00:00,91.0,,9.5,2.8,37.0,11.0,20.3,16.525
2024-01-19 12:00:00+00:00,96.0,,10.8,3.1,34.0,9.6,17.9,16.058336
2024-01-19 13:00:00+00:00,96.0,,11.4,3.1,32.0,10.3,18.9,15.400002
2024-01-19 14:00:00+00:00,96.0,,12.2,3.2,30.0,10.3,18.8,15.450003
2024-01-19 15:00:00+00:00,95.0,,12.8,3.2,28.0,9.9,18.1,15.9000025
2024-01-19 16:00:00+00:00,93.0,,12.9,3.1,27.0,9.5,17.5,16.416668
2024-01-19 17:00:00+00:00,90.0,,12.7,2.9,26.0,8.8,16.2,16.883335
2024-01-19 18:00:00+00:00,89.0,,12.4,3.0,26.0,8.3,15.4,17.283335
2024-01-19 19:00:00+00:00,90.0,,12.3,3.6,27.0,8.2,15.4,17.625002
2024-01-19 20:00:00+00:00,93.0,,12.0,4.4,29.0,8.5,15.7,17.933334
2024-01-19 21:00:00+00:00,94.0,,11.2,4.9,32.0,9.3,17.1,18.125002
2024-01-19 22:00:00+00:00,93.0,,9.1,4.6,38.0,8.4,15.8,18.2
2024-01-19 23:00:00+00:00,91.0,,6.5,3.9,46.0,7.4,13.8,18.4
2024-01-20 00:00:00+00:00,94.0,,5.3,4.1,56.0,8.2,14.8,22.4
2024-01-20 01:00:00+00:00,94.0,,4.6,4.3,60.0,8.7,16.0,24.0
2024-01-20 02:00:00+00:00,93.0,,3.7,4.7,66.0,9.3,17.4,26.399998
2024-01-20 03:00:00+00:00,93.0,,3.0,4.8,70.0,11.0,20.7,28.0
2024-01-20 04:00:00+00:00,92.0,,2.7,4.6,70.0,9.7,18.5,28.0
2024-01-20 05:00:00+00:00,92.0,,2.7,4.3,67.0,9.3,17.8,26.800001
2024-01-20 06:00:00+00:00,92.0,,3.1,3.9,63.0,9.3,17.6,25.2
2024-01-20 07:00:00+00:00,93.0,,4.2,3.4,56.0,9.0,17.0,22.4
2024-01-20 08:00:00+00:00,95.0,,5.7,3.0,48.0,8.5,16.1,19.199999
2024-01-20 09:00:00+00:00,97.0,,7.2,2.8,42.0,8.1,15.1,18.683332
2024-01-20 10:00:00+00:00,99.0,,8.4,3.1,40.0,8.3,15.4,18.475
2024-01-20 11:00:00+00:00,101.0,,9.7,3.8,41.0,8.3,15.3,18.241669
2024-01-20 12:00:00+00:00,109.0,,15.2,5.9,35.0,8.8,15.6,18.016668
2024-01-20 13:00:00+00:00,113.0,,16.7,6.5,33.0,9.3,16.1,17.950003
2024-01-20 14:00:00+00:00,118.0,,18.8,7.4,31.0,10.1,16.9,17.866669
2024-01-20 15:00:00+00:00,125.0,,21.2,8.1,27.0,10.9,17.8,17.850002
2024-01-20 16:00:00+00:00,135.0,,24.3,8.3,20.0,12.8,20.1,17.933334
2024-01-20 17:00:00+00:00,147.0,,27.7,8.4,13.0,14.7,22.5,18.208334
2024-01-20 18:00:00+00:00,158.0,,29.8,8.9,11.0,16.8,25.0,18.700003
2024-01-20 19:00:00+00:00,166.0,,30.3,10.5,16.0,18.9,27.8,19.408335
2024-01-20 20:00:00+00:00,173.0,,29.6,12.6,26.0,21.8,31.7,20.300003
2024-01-20 21:00:00+00:00,177.0,,27.2,14.2,47.0,25.1,36.4,21.408333
2024-01-20 22:00:00+00:00,178.0,,21.8,14.9,87.0,25.2,36.7,34.8
2024-01-20 23:00:00+00:00,176.0,,14.7,15.0,138.0,28.9,42.1,61.454544
2024-01-21 00:00:00+00:00,166.0,,8.1,12.7,161.0,16.9,24.5,65.63636
2024-01-21 01:00:00+00:00,161.0,,7.0,11.5,174.0,18.4,26.5,68.0
2024-01-21 02:00:00+00:00,155.0,,5.5,9.9,190.0,17.9,25.7,70.90909
2024-01-21 03:00:00+00:00,148.0,,4.6,8.3,196.0,15.7,22.7,72.0
2024-01-21 04:00:00+00:00,140.0,,4.2,6.8,184.0,12.0,17.8,69.818184
2024-01-21 05:00:00+00:00,132.0,,4.3,5.3,162.0,8.9,13.7,65.818184
2024-01-21 06:00:00+00:00,128.0,,5.9,4.3,138.0,9.7,15.4,61.454544
2024-01-21 07:00:00+00:00,129.0,,10.0,4.1,116.0,11.1,17.6,50.666664
2024-01-21 08:00:00+00:00,134.0,,15.6,4.4,92.0,13.1,20.1,36.8
2024-01-21 09:00:00+00:00,141.0,,20.7,4.7,70.0,12.5,18.3,29.308334
2024-01-21 10:00:00+00:00,154.0,,26.0,5.2,48.0,11.9,17.1,29.675003
2024-01-21 11:00:00+00:00,170.0,,30.9,5.7,27.0,12.3,17.5,29.974998
2024-01-21 12:00:00+00:00,229.0,,24.9,7.5,74.0,19.2,28.7,30.308332
2024-01-21 13:00:00+00:00,183.0,,18.4,5.7,67.0,20.9,35.5,31.175001
2024-01-21 14:00:00+00:00,120.0,,9.4,3.2,57.0,15.3,28.0,32.141666
2024-01-21 15:00:00+00:00,74.0,,3.0,1.4,48.0,12.3,21.9,32.574997
2024-01-21 16:00:00+00:00,62.0,,1.6,1.0,43.0,12.0,21.2,32.69166
2024-01-21 17:00:00+00:00,67.0,,2.8,1.4,39.0,10.8,19.2,32.624996
2024-01-21 18:00:00+00:00,73.0,,3.8,1.7,37.0,9.4,16.6,32.29999
2024-01-21 19:00:00+00:00,73.0,,3.7,1.8,36.0,8.4,14.8,31.683327
2024-01-21 20:00:00+00:00,74.0,,3.3,1.9,36.0,8.2,14.5,30.80833
2024-01-21 21:00:00+00:00,75.0,,3.0,1.9,37.0,8.2,14.7,29.674997
2024-01-21 22:00:00+00:00,76.0,,2.6,1.9,40.0,8.0,14.6,28.266663
2024-01-21 23:00:00+00:00,76.0,,2.2,1.9,43.0,7.8,14.3,26.833334
2024-01-22 00:00:00+00:00,76.0,,2.6,1.7,43.0,7.0,12.6,25.074999
2024-01-22 01:00:00+00:00,77.0,,2.6,1.9,45.0,7.1,12.9,24.25
2024-01-22 02:00:00+00:00,78.0,,2.6,2.1,47.0,8.3,15.0,23.308332
2024-01-22 03:00:00+00:00,79.0,,2.6,2.3,49.0,9.3,16.9,22.508331
2024-01-22 04:00:00+00:00,80.0,,2.3,2.3,51.0,9.3,16.7,21.974998
2024-01-22 05:00:00+00:00,80.0,,2.0,2.2,52.0,9.1,16.5,21.75
2024-01-22 06:00:00+00:00,80.0,,2.0,2.1,51.0,9.3,16.8,21.766666
2024-01-22 07:00:00+00:00,80.0,,2.6,2.1,48.0,9.3,16.8,21.733337
2024-01-22 08:00:00+00:00,79.0,,3.5,2.0,43.0,9.2,16.9,21.583332
2024-01-22 09:00:00+00:00,79.0,,4.5,2.1,38.0,9.0,16.6,21.258335
2024-01-22 10:00:00+00:00,79.0,,5.7,2.4,35.0,9.4,17.5,20.966667
2024-01-22 11:00:00+00:00,78.0,,7.1,2.7,32.0,9.5,17.5,20.758339
2024-01-22 12:00:00+00:00,77.0,,8.5,3.1,31.0,10.6,19.5,20.525002
2024-01-22 13:00:00+00:00,76.0,,8.4,3.0,30.0,10.7,20.0,19.808336
2024-01-22 14:00:00+00:00,74.0,,8.3,3.0,29.0,10.5,19.6,18.958334
2024-01-22 15:00:00+00:00,72.0,,8.2,2.9,28.0,11.0,20.6,18.558334
2024-01-22 16:00:00+00:00,70.0,,8.0,2.8,27.0,11.1,20.7,18.45
2024-01-22 17:00:00+00:00,69.0,,7.9,2.7,27.0,10.7,19.9,18.375002
2024-01-22 18:00:00+00:00,68.0,,7.7,2.7,26.0,10.6,19.7,18.366667
2024-01-22 19:00:00+00:00,69.0,,7.6,3.1,25.0,10.8,20.1,18.466667
2024-01-22 20:00:00+00:00,70.0,,7.5,3.6,25.0,11.4,21.1,18.666668
2024-01-22 21:00:00+00:00,71.0,,7.2,3.9,25.0,12.4,22.9,18.933334
2024-01-22 22:00:00+00:00,70.0,,6.5,3.8,26.0,11.8,21.8,19.283335
2024-01-22 23:00:00+00:00,69.0,,5.5,3.5,28.0,11.3,20.8,19.6
2024-01-23 00:00:00+00:00,70.0,,4.1,3.0,34.0,11.9,22.2,19.891666
2024-01-23 01:00:00+00:00,69.0,,3.7,2.9,37.0,12.3,23.0,20.3
2024-01-23 02:00:00+00:00,67.0,,3.0,2.9,40.0,13.5,25.1,20.733334
2024-01-23 03:00:00+00:00,66.0,,2.7,2.8,42.0,12.7,23.7,21.166666
2024-01-23 04:00:00+00:00,65.0,,2.7,2.7,41.0,13.3,24.7,21.45
2024-01-23 05:00:00+00:00,64.0,,3.1,2.6,39.0,13.0,24.3,21.783333
2024-01-23 06:00:00+00:00,64.0,,3.6,2.6,36.0,12.1,22.7,22.10833
2024-01-23 07:00:00+00:00,65.0,,4.4,2.6,33.0,11.2,21.0,22.341667
2024-01-23 08:00:00+00:00,66.0,,5.5,2.7,30.0,10.4,19.5,22.5
2024-01-23 09:00:00+00:00,68.0,,6.7,2.9,27.0,9.2,17.0,22.6
2024-01-23 10:00:00+00:00,69.0,,8.2,3.4,25.0,8.7,16.1,22.616669
2024-01-23 11:00:00+00:00,71.0,,9.8,4.0,24.0,8.2,14.9,22.558334
2024-01-23 12:00:00+00:00,77.0,,14.2,6.8,17.0,7.7,13.9,22.450005
2024-01-23 13:00:00+00:00,79.0,,16.0,7.3,14.0,7.2,12.7,22.208336
2024-01-23 14:00:00+00:00,82.0,,18.4,8.1,11.0,7.2,12.4,21.916666
2024-01-23 15:00:00+00:00,85.0,,20.1,8.6,8.0,7.4,12.4,21.64167
2024-01-23 16:00:00+00:00,86.0,,20.8,8.7,5.0,7.7,12.8,21.341667
2024-01-23 17:00:00+00:00,87.0,,20.9,8.5,3.0,7.8,12.8,21.058332
2024-01-23 18:00:00+00:00,88.0,,19.9,8.3,5.0,7.6,12.5,20.816666
2024-01-23 19:00:00+00:00,91.0,,17.4,8.0,13.0,7.6,12.5,20.566664
2024-01-23 20:00:00+00:00,94.0,,14.0,7.5,25.0,10.2,16.2,20.299997
2024-01-23 21:00:00+00:00,96.0,,10.8,7.1,38.0,12.7,20.2,20.2
2024-01-23 22:00:00+00:00,94.0,,8.3,6.7,50.0,9.7,15.3,20.224998
2024-01-23 23:00:00+00:00,91.0,,6.0,6.4,63.0,8.2,12.5,25.2
2024-01-24 00:00:00+00:00,95.0,,4.7,5.7,73.0,9.4,14.4,29.2
2024-01-24 01:00:00+00:00,97.0,,4.2,6.1,89.0,9.7,15.3,35.6
2024-01-24 02:00:00+00:00,101.0,,3.6,6.7,112.0,10.8,17.8,48.0
2024-01-24 03:00:00+00:00,105.0,,3.3,7.2,131.0,12.2,21.1,60.181816
2024-01-24 04:00:00+00:00,110.0,,3.5,7.5,145.0,13.6,24.0,62.727276
2024-01-24 05:00:00+00:00,115.0,,4.0,7.7,154.0,14.6,26.0,64.36364
2024-01-24 06:00:00+00:00,119.0,,5.3,7.6,152.0,15.0,26.7,64.0
2024-01-24 07:00:00+00:00,122.0,,8.2,7.1,131.0,14.7,26.0,60.181816
2024-01-24 08:00:00+00:00,125.0,,12.0,6.3,98.0,13.4,22.9,39.2
2024-01-24 09:00:00+00:00,125.0,,14.4,5.6,70.0,11.5,18.9,28.0
2024-01-24 10:00:00+00:00,120.0,,14.1,5.1,54.0,9.3,15.0,21.6
2024-01-24 11:00:00+00:00,113.0,,12.6,4.7,43.0,8.4,13.2,20.283333
2024-01-24 12:00:00+00:00,108.0,,11.8,5.1,43.0,3.4,4.9,20.299997
2024-01-24 13:00:00+00:00,111.0,,12.2,5.2,38.0,3.9,5.7,19.941666
2024-01-24 14:00:00+00:00,114.0,,12.8,5.3,31.0,4.3,6.1,19.666666
2024-01-24 15:00:00+00:00,119.0,,13.6,5.5,25.0,4.9,7.0,19.425
2024-01-24 16:00:00+00:00,124.0,,14.9,5.8,19.0,6.3,8.9,19.216665
2024-01-24 17:00:00+00:00,130.0,,16.4,6.1,14.0,7.7,11.0,19.099998
2024-01-24 18:00:00+00:00,137.0,,17.2,6.4,17.0,9.0,12.8,19.091663
2024-01-24 19:00:00+00:00,148.0,,16.8,6.5,33.0,9.9,14.1,19.20833
2024-01-24 20:00:00+00:00,161.0,,15.6,6.6,56.0,12.3,17.6,22.4
2024-01-24 21:00:00+00:00,169.0,,14.0,6.7,81.0,18.6,26.6,32.4
2024-01-24 22:00:00+00:00,169.0,,11.4,6.9,109.0,22.7,32.5,46.0
2024-01-24 23:00:00+00:00,164.0,,8.4,7.1,138.0,22.9,32.9,61.454544
2024-01-25 00:00:00+00:00,165.0,,12.5,8.5,118.0,20.8,31.3,52.0
2024-01-25 01:00:00+00:00,159.0,,10.4,8.4,130.0,24.3,36.8,60.0
2024-01-25 02:00:00+00:00,152.0,,7.5,8.2,145.0,23.5,36.6,62.727276
2024-01-25 03:00:00+00:00,146.0,,6.1,8.1,153.0,21.0,33.9,64.181816
2024-01-25 04:00:00+00:00,144.0,,7.3,8.1,147.0,19.2,30.7,63.09091
2024-01-25 05:00:00+00:00,143.0,,10.1,8.2,134.0,18.7,30.3,60.727272
2024-01-25 06:00:00+00:00,145.0,,12.8,8.0,121.0,18.9,30.7,54.0
2024-01-25 07:00:00+00:00,151.0,,15.7,7.2,109.0,19.0,31.0,46.0
2024-01-25 08:00:00+00:00,158.0,,18.6,6.2,97.0,19.2,31.2,38.800003
2024-01-25 09:00:00+00:00,164.0,,19.9,5.6,91.0,16.4,27.5,36.399998
2024-01-25 10:00:00+00:00,166.0,,18.0,5.9,96.0,14.3,24.7,38.4
2024-01-25 11:00:00+00:00,166.0,,14.5,6.6,106.0,13.2,23.2,44.0
2024-01-25 12:00:00+00:00,161.0,,11.2,7.5,128.0,17.1,29.9,58.666668
2024-01-25 13:00:00+00:00,169.0,,12.8,7.8,114.0,15.0,26.3,49.333336
2024-01-25 14:00:00+00:00,180.0,,15.0,8.3,94.0,18.5,29.8,37.6
2024-01-25 15:00:00+00:00,187.0,,16.4,8.7,77.0,20.3,31.8,32.783337
2024-01-25 16:00:00+00:00,187.0,,16.5,9.0,67.0,20.7,31.7,34.066666
2024-01-25 17:00:00+00:00,184.0,,15.9,9.3,61.0,20.7,31.4,35.266666
2024-01-25 18:00:00+00:00,177.0,,14.6,9.0,58.0,20.7,31.1,36.350002
2024-01-25 19:00:00+00:00,164.0,,12.4,7.9,57.0,19.8,29.7,37.325
2024-01-25 20:00:00+00:00,148.0,,9.5,6.3,59.0,16.4,24.2,38.15
